tick;time;time_patch;time_drop;drops
0;0;0.0;0.0;44268
1;424;203.0;220.0;44268
2;1100;317.0;783.0;33714
3;521;203.0;317.0;28976
4;456;200.0;256.0;25134
5;404;195.0;209.0;21855
6;350;191.0;159.0;19042
7;377;223.0;154.0;16620
8;317;180.0;137.0;14531
9;306;210.0;96.0;12742
10;263;182.0;81.0;11223
11;258;186.0;72.0;9939
12;246;184.0;62.0;8830
13;244;179.0;65.0;7874
14;227;175.0;52.0;7060
15;244;202.0;42.0;6351
16;236;200.0;35.0;5742
17;225;194.0;31.0;5226
18;236;200.0;35.0;4771
19;226;201.0;25.0;4388
20;209;175.0;34.0;4051
21;181;154.0;27.0;3750
22;221;201.0;20.0;3471
23;186;167.0;19.0;3223
24;215;199.0;16.0;3005
25;230;213.0;17.0;2819
26;212;200.0;12.0;2660
27;205;193.0;12.0;2520
28;208;196.0;12.0;2396
29;206;195.0;11.0;2290
30;205;195.0;10.0;2194
31;201;192.0;9.0;2107
32;189;179.0;9.0;2031
33;201;192.0;9.0;1964
34;188;180.0;8.0;1905
35;198;190.0;8.0;1852
36;181;173.0;8.0;1801
37;188;180.0;8.0;1756
38;194;186.0;8.0;1712
39;184;177.0;7.0;1675
40;187;180.0;7.0;1639
41;186;179.0;7.0;1605
42;182;176.0;6.0;1572
43;172;164.0;7.0;1541
44;181;174.0;7.0;1512
45;185;178.0;6.0;1487
46;176;170.0;6.0;1463
47;184;177.0;6.0;1440
48;183;177.0;6.0;1418
49;174;168.0;6.0;1397
50;183;177.0;6.0;1377
51;185;179.0;6.0;1359
52;171;166.0;5.0;1341
53;182;176.0;5.0;1323
54;178;173.0;5.0;1305
55;177;171.0;6.0;1289
56;183;176.0;7.0;1275
57;201;192.0;9.0;1261
58;176;170.0;6.0;1248
59;178;173.0;5.0;1237
60;183;177.0;5.0;1227
61;175;170.0;5.0;1217
62;176;171.0;5.0;1207
63;176;171.0;5.0;1198
64;174;168.0;5.0;1190
65;185;180.0;5.0;1183
66;169;164.0;5.0;1176
67;174;169.0;5.0;1170
68;185;180.0;5.0;1164
69;172;167.0;5.0;1159
70;178;173.0;5.0;1154
71;175;170.0;5.0;1149
72;179;174.0;5.0;1144
73;173;167.0;6.0;1139
74;179;174.0;5.0;1134
75;169;161.0;8.0;1129
76;182;177.0;5.0;1125
77;166;161.0;5.0;1121
78;179;174.0;5.0;1117
79;182;177.0;5.0;1113
80;169;163.0;5.0;1109
81;181;175.0;6.0;1105
82;173;168.0;5.0;1101
83;167;162.0;4.0;1097
84;184;180.0;4.0;1093
85;168;162.0;5.0;1089
86;175;170.0;5.0;1085
87;175;170.0;5.0;1081
88;165;161.0;4.0;1077
89;185;180.0;5.0;1073
90;174;170.0;4.0;1069
91;172;168.0;4.0;1065
92;170;166.0;4.0;1061
93;173;168.0;4.0;1057
94;185;180.0;4.0;1053
95;174;169.0;4.0;1049
96;169;165.0;4.0;1045
97;180;176.0;4.0;1041
98;169;164.0;5.0;1037
99;172;168.0;4.0;1033
100;176;171.0;5.0;1029
101;171;166.0;4.0;1025
102;180;175.0;4.0;1022
103;190;185.0;5.0;1021
104;177;173.0;4.0;1020
105;174;170.0;4.0;1019
106;165;161.0;4.0;1018
107;169;165.0;4.0;1017
108;186;181.0;5.0;1016
109;161;157.0;4.0;1015
110;176;172.0;4.0;1014
111;156;152.0;4.0;1013
112;174;169.0;5.0;1012
113;177;172.0;5.0;1011
114;162;158.0;4.0;1010
115;169;165.0;4.0;1009
116;165;161.0;4.0;1008
117;177;172.0;5.0;1007
118;171;166.0;5.0;1006
119;173;168.0;5.0;1005
120;178;173.0;5.0;1004
121;174;169.0;5.0;1003
122;164;160.0;4.0;1002
123;173;169.0;4.0;1002
124;160;155.0;4.0;1002
125;186;181.0;5.0;1002
126;176;172.0;4.0;1002
127;169;165.0;4.0;1002
128;170;166.0;4.0;1002
129;169;164.0;5.0;1002
130;174;170.0;4.0;1002
131;178;173.0;5.0;1002
132;163;158.0;5.0;1002
133;174;169.0;5.0;1002
134;162;158.0;4.0;1002
135;177;173.0;4.0;1002
136;175;171.0;4.0;1002
137;176;171.0;5.0;1002
138;188;184.0;4.0;1002
139;179;174.0;5.0;1002
140;171;167.0;4.0;1002
141;180;176.0;4.0;1002
142;164;159.0;5.0;1002
143;179;174.0;5.0;1002
144;178;173.0;4.0;1002
145;168;164.0;4.0;1002
146;185;180.0;5.0;1002
147;169;165.0;4.0;1002
148;176;172.0;4.0;1002
149;168;163.0;5.0;1002
150;173;169.0;4.0;1002
151;174;170.0;4.0;1002
152;166;161.0;5.0;1002
153;169;165.0;4.0;1002
154;183;178.0;5.0;1002
155;162;158.0;4.0;1002
156;174;170.0;4.0;1002
157;160;155.0;4.0;1002
158;172;168.0;4.0;1002
159;171;167.0;4.0;1002
160;166;161.0;5.0;1002
161;181;173.0;8.0;1002
162;175;169.0;6.0;1002
163;166;162.0;4.0;1002
164;177;173.0;4.0;1002
165;158;154.0;4.0;1002
166;181;177.0;4.0;1002
167;175;171.0;4.0;1002
168;165;161.0;4.0;1002
169;181;177.0;4.0;1002
170;167;162.0;5.0;1002
171;178;174.0;4.0;1002
172;173;169.0;4.0;1002
173;175;171.0;4.0;1002
174;180;176.0;4.0;1002
175;163;159.0;4.0;1002
176;180;175.0;5.0;1002
177;173;169.0;4.0;1002
178;172;168.0;4.0;1002
179;180;176.0;4.0;1002
180;164;160.0;4.0;1002
181;183;178.0;4.0;1002
182;177;172.0;5.0;1002
183;172;168.0;4.0;1002
184;171;166.0;5.0;1002
185;170;157.0;13.0;1002
186;166;162.0;4.0;1002
187;177;173.0;4.0;1002
188;163;159.0;4.0;1002
189;197;193.0;4.0;1002
190;178;173.0;4.0;1002
191;163;159.0;4.0;1002
192;179;175.0;4.0;1002
193;163;159.0;4.0;1002
194;175;170.0;4.0;1002
195;176;172.0;4.0;1002
196;165;161.0;4.0;1002
197;179;175.0;4.0;1002
198;168;164.0;4.0;1002
199;174;170.0;4.0;1002
200;176;172.0;4.0;1002
201;165;160.0;5.0;1002
202;175;168.0;7.0;1002
203;180;176.0;4.0;1002
204;178;173.0;5.0;1002
205;175;171.0;4.0;1002
206;171;166.0;5.0;1002
207;174;170.0;4.0;1002
208;174;170.0;4.0;1002
209;167;162.0;4.0;1002
210;175;171.0;4.0;1002
211;160;155.0;4.0;1002
212;176;170.0;5.0;1002
213;170;166.0;4.0;1002
214;159;154.0;4.0;1002
215;174;170.0;4.0;1002
216;163;159.0;4.0;1002
217;166;161.0;4.0;1002
218;175;170.0;4.0;1002
219;161;157.0;4.0;1002
220;174;169.0;4.0;1002
221;163;157.0;5.0;1002
222;174;170.0;4.0;1002
223;169;165.0;4.0;1002
224;167;163.0;4.0;1002
225;175;169.0;5.0;1002
226;170;166.0;4.0;1002
227;175;171.0;4.0;1002
228;175;171.0;4.0;1002
229;170;165.0;5.0;1002
230;176;172.0;4.0;1002
231;180;175.0;5.0;1002
232;169;163.0;5.0;1002
233;182;177.0;4.0;1002
234;166;162.0;4.0;1002
235;175;171.0;4.0;1002
236;174;169.0;4.0;1002
237;167;163.0;4.0;1002
238;173;169.0;4.0;1002
239;161;157.0;4.0;1002
240;173;169.0;4.0;1002
241;175;170.0;4.0;1002
242;185;181.0;4.0;1002
243;184;179.0;4.0;1002
244;170;165.0;4.0;1002
245;181;176.0;5.0;1002
246;177;173.0;4.0;1002
247;168;164.0;4.0;1002
248;180;176.0;4.0;1002
249;166;162.0;4.0;1002
250;173;169.0;4.0;1002
251;179;175.0;4.0;1002
252;161;156.0;5.0;1002
253;179;175.0;4.0;1002
254;174;170.0;4.0;1002
255;164;159.0;5.0;1002
256;181;176.0;5.0;1002
257;164;160.0;4.0;1002
258;191;187.0;4.0;1002
259;179;175.0;4.0;1002
260;166;161.0;4.0;1002
261;173;169.0;4.0;1002
262;178;174.0;4.0;1002
263;175;171.0;4.0;1002
264;181;176.0;4.0;1002
265;163;159.0;4.0;1002
266;171;167.0;4.0;1002
267;163;159.0;4.0;1002
268;188;184.0;4.0;1002
269;169;164.0;4.0;1002
270;165;160.0;4.0;1002
271;196;192.0;4.0;1002
272;162;158.0;4.0;1002
273;171;167.0;4.0;1002
274;176;172.0;4.0;1002
275;167;163.0;4.0;1002
276;177;171.0;4.0;1002
277;175;170.0;4.0;1002
278;161;157.0;4.0;1002
279;177;173.0;4.0;1002
280;166;161.0;5.0;1002
281;172;168.0;4.0;1002
282;175;170.0;5.0;1002
283;162;158.0;4.0;1002
284;177;172.0;5.0;1002
285;168;164.0;4.0;1002
286;176;172.0;4.0;1002
287;183;179.0;4.0;1002
288;171;167.0;4.0;1002
289;171;166.0;4.0;1002
290;182;176.0;6.0;1002
291;186;182.0;4.0;1002
292;171;167.0;4.0;1002
293;171;166.0;4.0;1002
294;174;170.0;4.0;1002
295;174;170.0;4.0;1002
